Title,Date,Link,Authors,Affiliations
Exploration and Evaluation of Congestion Control Algorithms for Data Center Networks,"30 June 2023
",https://link.springer.com/article/10.1007/s42979-023-02016-4,"C. Nandhini, Govind P. Gupta","Department of Computer Science and Engineering, National Institute of Technology, Tiruchirappalli, India, Department of Information Technology, National Institute of Technology, Raipur, India"
Prediction of Maximum Combustion Efficiency and Thrust Force of DLR Scramjet Engine Using ANN Models,"30 June 2023
",https://link.springer.com/article/10.1007/s42979-023-02020-8,"Anupam Debnath, Bidesh Roy","Department of Mechanical Engineering, National Institute of Technology Mizoram, Aizawl, 796012, India"
EuclidNets: An Alternative Operation for Efficient Inference of Deep Learning Models,"30 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01921-y,"Xinlin Li, Mariana Parazeres, Adam Oberman, Alireza Ghaffari, Masoud Asgharian, Vahid Partovi Nia","Huawei Noah’s Ark Lab, Montreal Research Centre, 7101 Park Avenue, Montreal, H3N 1X9, QC, Canada, Department of Mathematics and Statistics, McGill University, 805 Sherbrooke Street West, Montreal, H3A 0B9, QC, Canada, Department of Mathematics and Industrial Engineering, Polytechnique Montreal, 2500 Chem. Polytechnique, Montreal, H3T 1J4, QC, Canada"
Designing of Energy-Efficient Approximate Multiplier Circuit for Processing Unit of IoT Devices,"30 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01864-4,"Pooja Choudhary, Lava Bhargava, Ashok Kumar Suhag","Department of Electronics and Communication Engineering, Malaviya National Institute of Technology, Jaipur, 302017, India, Department of Electronics and Communication Engineering, Swami Keshvanand Institute of Technology Management & Gramothan, Jaipur, 302017, India, Department of Electronics and Communication Engineering, BML Munjal University, Gurugram, 122413, India"
Long Short-Term Memory-based Deep Learning Model for COVID-19 Detection using Coughing Sound,"30 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01934-7,"Anjali Malviya, Rahul Dixit, Anupam Shukla, Nagendra Kushwaha","Indian Institute of Information Technology, Pune, India, Sardar Vallabhbhai National Institute of Technology, Surat, India"
Smart Investigations into the Development of an Effective Computer-Assisted Diagnosis System for CT Scan Brain Depictions,"30 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01877-z,"Sasidhar Attuluri, Ch Bhupati, Lavu Ramya, Amit Tiwari, Raja Rao Budaraju, Juan Carlos Cotrina-Aliaga","Software Developer Applications, 671 E Royal Ln, APT 1074, Irving, TX, 75039, USA, Department of IoT, K L Deemed to be University, Vaddeswaram, Guntur, 522302, India, Dr. Pinnamaneni Siddhartha Institute of Medical Sciences and Research Foundation, Chinna Avutapalli, Vijayawada, 521286, Andhra Pradesh, India, Department of Computer Applications, ABES Engineering College, Ghaziabad, India, Oracle, 3990 Scottfield Street, Dublin, CA, 94568, USA, Faculty of Human Medicine, Universidad Privada San Juan Bautista, Chincha, Perú"
New Developments in the Implementation of IoT in Agriculture,"29 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01896-w,"Sarabjeet Singh Sethi, Priyanka Sharma","Swami Keshvanand Institute of Technology, Management and Gramothan, Jaipur, Rajasthan, India"
Deep Learning-Based Computer-Aided Diagnosis Model for the Identification and Classification of Mammography Images,"29 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01863-5,"Sumit Kumar,  Bhupati, Pawan Bhambu, Sunita Pachar, Juan Carlos Cotrina-Aliaga, José Luis Arias-Gonzáles","Department of Computer Science and Engineering, College of Engineering, Roorkee, India, Department of IoT, K L Deemed to be University, Vaddeswaram, Guntur, 522302, India, Department of Computer Science Engineering, VGU University Jaipur, Jaipur, India, IBM Department, GLA University, Mathura, India, Faculty of Human Medicine, Universidad Privada San Juan Bautista, Chincha, Peru, Pontificia Universidad Católica del Perú, San Miguel, Peru"
Training Integer-Only Deep Recurrent Neural Networks,"29 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01920-z,"Vahid Partovi Nia, Eyyüb Sari, Vanessa Courville, Masoud Asgharian","Huawei Noah’s Ark Lab, Montreal Research Centre, 7101 Park Avenue, Montreal, QC, H3N 1X9, Canada, Department of Mathematics and Industrial Engineering, Polytechnique Montreal, 2500 Chem. Polytechnique, Montreal, QC, H3T 1J4, Canada, Department of Mathematics and Statistics, McGill University, 805 Sherbrooke Street West, Montreal, QC, H3A 0B9, Canada"
Graph-Enhanced Biomedical Abstractive Summarization Via Factual Evidence Extraction,"29 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01867-1,"Giacomo Frisoni, Paolo Italiani, Gianluca Moro, Ilaria Bartolini, Marco Antonio Boschetti, Antonella Carbonaro","Department of Computer Science and Engineering (DISI), University of Bologna, Via dell’Università 50, 47522, Cesena, Italy, Department of Mathematics (DM), University of Bologna, Piazza di Porta S. Donato 5, 40126, Bologna, Italy"
Detection and Segmentation of Rice Diseases Using Deep Convolutional Neural Networks,"29 June 2023
",https://link.springer.com/article/10.1007/s42979-023-02014-6,"Chitranjan Kumar Rai, Roop Pahuja","Department of Instrumentation and Control Engineering, Dr. B R Ambedkar National Institute of Technology, Jalandhar, Punjab, 144011, India"
An Efficient Hybrid Approach for Intrusion Detection in Cyber Traffic Using Autoencoders,"29 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01865-3,"Kanak Giri, Mukesh Gupta, Pankaj Dadheech","Department of Computer Science and Engineering, Swami Keshvanand Institute of Technology, Management and Gramothan, Jaipur, India"
Modelling and Implementation of Microcontroller System Robotic Devices Through Digital Twins with the Modernization of Complex Systems,"28 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01938-3,"J. Ashok, V. V. Satyanarayana Tallapragada, D. Lakshmi Padmaja, E. Sathish, S. Karthikeyan, J. Pradeep Kumar","Department of Electronic and Communication Engineering, V. S. B. Engineering College, Karur, Tamil Nadu, India, Department of ECE, Mohan Babu University (Erstwhile Sree Vidyanikethan Engineering College), Tirupati, Andhra Pradesh, India, Department of Information Technology, Anurag University, Hyderabad, Telangana, India, School of Electronics Engineering, Vellore Institute of Technology, Chennai Campus, Kelambakkam, Vandalur Rd, Rajan Nagar, Chennai, Tamil Nadu, 600127, India, Department of ECE, PSNA College of Engineering And Technology, Dindigul, 624622, India, Department of Information Technology, MLR Institute of Technology, Hyderabad, India"
Digital Watermark Extraction Using RS-KNN and RS-LDA with LWT and Statistical Features,"28 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01924-9,"Sushma Jaiswal, Manoj Kumar Pandey","Dept. of CSIT, Guru Ghasidas Central University, Bilaspur, India"
Design and Analysis of Energy Efficient Service Discovery Routing Protocol in MANETs,"28 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01899-7,"Bhawana Sharma, Deepika Saxena","School of Computer Science and Engineering, Poornima University, Jaipur, RJ, 303905, India"
The Effect of Stopword Removal on Information Retrieval for Code-Mixed Data Obtained Via Social Media,"27 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01942-7,"Supriya Chanda, Sukomal Pal","Department of Computer Science and Engineering, IIT (BHU), Varanasi, Uttar Pradesh, 221005, India"
Optimizing the Selection of Base Learners for Multiple Classifier System in Liver Cancer Identification Using Contribution-based Iterative Removal Algorithm,"27 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01936-5,"P. Sabitha, G. Meeragandhi","Department of Computer Science & Engineering, Sathyabama Institute of Science and Technology, Chennai, Tamil Nadu, India, SRM Institute of Science & Technology, Ramapuram,  Chennai, Tamil Nadu, India"
Revolutionize AI Trading Bots with AutoML-Based Multi-timeframe Bitcoin Price Prediction,"27 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01941-8,"Surinder Singh Khurana, Parvinder Singh, Naresh Kumar Garg","Department of Computer Science and Technology, Central University of Punjab, Bathinda, India, Department of Computer Science & Engineering, Maharaja Ranjit Singh Punjab Technical University, Bathinda, India"
Maiden Application of the Slime Mold Algorithm for Optimal Operation of Energy Management on a Microgrid Considering Demand Response Program,"27 June 2023
",https://link.springer.com/article/10.1007/s42979-023-02011-9,"Sadasiva Behera, Nalin B. Dev Choudhury, Satyaki Biswas","Department of Electrical Engineering, NIT Silchar, Silchar, 788010, India"
A Conformal Ultrathin and Ultra-wideband Metamaterial-Based Absorber Dedicated for Applications in C and X Bands,"27 June 2023
",https://link.springer.com/article/10.1007/s42979-023-02005-7,"Niti Rani, Aashish Kumar Bohre, Aniruddha Bhattacharya","Department of Electrical Engineering, National Institute of Technology, Durgapur, West Bengal, India"
Mining Discriminative Itemsets Over Data Streams Using Efficient Sliding Window,"27 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01887-x,"Majid Seyfi, Richi Nayak, Yue Xu","Data Science Discipline, Science and Engineering Faculty, Queensland University of Technology, Brisbane, QLD, Australia"
A Case Study of Introducing Security Risk Assessment in Requirements Engineering in a Large Organization,"27 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01968-x,"Shanai Ardi, Kristian Sandahl, Mats Gustafsson","Ericsson AB, Linköping, Sweden, Department of Computer and Information Science, Linköping University, Linköping, Sweden"
Automatic Glaucoma Detection from Fundus Images Using Deep Convolutional Neural Networks and Exploring Networks Behaviour Using Visualization Techniques,"27 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01945-4,"Vijaya Kumar Velpula, Lakhan Dev Sharma","School of Electronics Engineering, VIT-AP University, Andhra Pradesh, 522237, Amaravati, India"
Characterizing a Time–Memory Tradeoff Against PudgyTurtle,"27 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01919-6,"David A. August, Anne C. Smith","MGH-DACCPM/GRJ 444, 55 Fruit St., 02114, Boston, MA, USA, Boston, MA, 02114, USA"
RSPHUIM: Recent Short Period High Utility Itemset Mining,"27 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01967-y,"Mathe John Kenny Kumar, Dipti Rana","Sardar Vallabhbhai National Institute of Technology, Surat, India"
Integrating Machine Learning and Stochastic Pattern Analysis for the Forecasting of Time-Series Data,"27 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01981-0,"A. B. Feroz Khan, K. Kamalakannan, N. Syed Siraj Ahmed","Department of Computer Science, Syed Hameedha Arts and Science College, Kilakarai, India, Department of Computer Science, Sun Arts and Science College, Tiruvannamalai, India, School of Computer Science Engineering and Information Science, Presidency University, Bangalore, India"
"Employing Feature Extraction, Feature Selection, and Machine Learning to Classify Electricity Consumption as Normal or Electricity Theft","26 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01911-0,"Rajesh Nayak, C. D. Jaidhar","Department of Information Technology, National Institute of Technology Karnataka, Surathkal, Mangalore, Karnataka, 575025, India"
Explainable AI Integrated Feature Selection for Landslide Susceptibility Mapping Using TreeSHAP,"26 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01960-5,"Muhammad Sakib Khan Inan, Istiakur Rahman","Department of Computer Science and Engineering, East Delta University, Chittagong, Bangladesh, Department of Civil and Environmental Engineering, Islamic University of Technology (IUT), Dhaka, Bangladesh"
Protein Sequence Classification Using Bidirectional Encoder Representations from Transformers (BERT) Approach,"26 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01980-1,"R. Balamurugan, Saurabh Mohite, S. P. Raja","School of Computer Science and Engineering, Vellore Institute of Technology, Vellore, 632014, Tamilnadu, India"
EEG-Based Emotion Recognition Using Quantum Machine Learning,"24 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01943-6,"Divya Garg, Gyanendra Kumar Verma, Awadhesh Kumar Singh","Department of Computer Engineering, NIT Kurukshetra, Kurukshetra, Haryana, India, Department of Information Technology, NIT Raipur, Raipur, Chhattisgarh, India"
Live Migration of Containers in the Edge,"24 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01871-5,"Rohit Das, Subhajit Sidhanta","Radisys India Pvt. Ltd, Bangalore, India, CSE, IIT Bhilai, Raipur, India"
A Recommendation System Based on COVID-19 Prediction & Analyzing Using Ensemble Boosted Machine Learning Algorithm,"24 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01907-w,"A. Maheswari, K. Arunesh","Sri. S Ramasamy Naidu Memorial College, Sattur, India, Department of Computer Science, Sri. S Ramasamy Naidu Memorial College, Sattur, India"
A Comparison of Commercial Sentiment Analysis Services,"24 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01886-y,"Tatiana Ermakova, Benjamin Fabian, Elena Golimblevskaia, Max Henke","Hochschule für Technik und Wirtschaft (HTW) Berlin, Wilhelminenhofstraße 75A, 12459, Berlin, Germany, Weizenbaum Institute for the Networked Society, Hardenbergstraße 32, 10623, Berlin, Germany, Fraunhofer Institute for Open Communication Systems (FOKUS), Kaiserin-Augusta-Allee 31, 10589, Berlin, Germany, Technical University of Berlin, Einsteinufer 25, 10587, Berlin, Germany, Technical University of Applied Sciences Wildau (TH Wildau), Hochschulring 1, 15745, Wildau, Germany, Humboldt University of Berlin, Spandauer Str. 1, 10178, Berlin, Germany, Hochschule für Telekommunikation Leipzig (HfTL), Gustav-Freytag-Straße 43-45, 04277, Leipzig, Germany"
Multi-dilation Convolutional Neural Network for Automatic Handwritten Signature Verification,"24 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01931-w,"Rashmi Rathi Upadhyay, Ravishankar Mehta, Koushlendra Kumar Singh","Machine Vision and Intelligence Lab, Dept. of CSE, National Institute of Technology Jamshedpur, Jharkhand, 831014, India"
Correction: Is COVID-19 Being Used to Spread Malware,"23 June 2023
",https://link.springer.com/article/10.1007/s42979-023-02058-8,"Ruqayah N. Ahmed, Amir Javed, Wafi Bedewi","Computer Center, University of Samarra, Samarra, Salah Aldin, 34010, Iraq, School of Computer Science and Informatics, Cardiff University, Cathays, Cardiff, CF24 4AG, UK, Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah, 21589, Saudi Arabia"
Low-Dimensional Text Representations for Sentiment Analysis NLP Tasks,"23 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01913-y,"Leonidas Akritidis, Panayiotis Bozanis","School of Science and Technology, International Hellenic University, 14th km Thessaloniki - Nea Moudania, Thermi, 570 01, Thessaloniki, Greece"
Parameter Estimation of Proton Exchange Membrane Fuel Cell Model Using Chaotic Embedded Particle Swarm Optimization Technique,"23 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01957-0,"Uliya Mitra, Anoop Arya, Sushma Gupta, Priyanka Paliwal, Anshul Verma","Department of Electrical Engineering, Maulana Azad National Institute of Technology, Bhopal, MP, India, Banaras Hindu University, Varanasi, UP, India"
An Efficient Graph Mining Approach Using Evidence Based Fuzzy Soft Set Method,"23 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01850-w,"Ramakant Bhardwaj, Amit Kumar Mishra, R. N. Singh, Satendra Narayana","Amity University WB Kolkata & APS University, Rewa, India, Amity University Madhya Pradesh, Gwalior, India, Awadhesh Pratap Singh University, Rewa, India, Sheridan Institute of Technology, Oakville, Ontario, Canada"
Exploration of Deep Neural Networks and Effect of Optimizer for Pulmonary Disease Diagnosis,"23 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01940-9,"Rakshit Agrawal, Hrishita Sarkar, Abhisek Omkar Prasad, Abhaya Kumar Sahoo, Ankit Vidyarthi, Rabindra Kumar Barik","School of Computer Engineering, KIIT Deemed to be University, Bhubaneswar, Odisha, India, Department of CSE and IT, Jaypee Institute of Information Technology University, Delhi, India, School of Computer Applications, KIIT Deemed to be University, Bhubaneswar, Odisha, India"
Detecting Semantic Clones in Microservices Using Components,"23 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01910-1,"Amr S. Abdelfattah, Alejandro Rodriguez, Andrew Walker, Tomas Cerny","Department of Computer Science, Baylor University, One Bear Place #97141, Waco, TX, 76798, USA"
ABE Cloud Privacy Improvisation on Healthcare Systems Using Trained Neural Networking Technique,"22 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01846-6,"M. H. Chaithra, S. Vagdevi","Department of Computer Science and Engineering, REVA University and Research Scholar, Affiliated to Visvesvaraya Technological University, Belagavi, Karnataka, India, Department of AI and ML, City Engineering College, Bangalore, India"
Sentence Level Sentimental Analysis with Neural Network Using RSS News Feed on Stock Market Informations,"22 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01929-4,"Seethiraju L. V. V. D. Sarma, D. VenkataSekhar, Gudipati Murali","Department of Information Technology, Faculty of Engineering and Technology, Annamalai University, Chidambaram, India, Department of CSE, KKR& KSR Institute of Technology and Science, Guntur, Andhra Pradesh, India"
Prediction of Early Dropouts in Patient Remote Monitoring Programs,"22 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01843-9,"Eleftherios Vouzis, Ilias Maglogiannis","Department of Digital Systems, University of Piraeus, Karaoli & Dimitriou 84, Attica, 18534, Piraeus, Greece"
"Designing of Enhanced Deep Neural Network Model for Analysis and Identification of Kidney Stone, Cyst, and Tumour","22 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01912-z,"Suriya Sundaramoorthy, K. Jayachandru","Department of Computer Science and Engineering, PSG College of Technology, Coimbatore, Tamilnadu, India"
Benchmarking the Bagging and Boosting (B & B) Algorithms for Modeling Optimized Autonomous Intrusion Detection Systems (AIDS),"22 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01914-x,"Shreya Upadhyaya, Deepti Mehrotra","Amity University Uttar Pradesh, Noida, India"
Parameterized Clustering Cleaning Approach for High-Dimensional Datasets with Class Overlap and Imbalance,"22 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01906-x,"Navansh Goel, Mohanapriya Singaravelu, Shivani Gupta, Sriram Namana, Richa Singh, Ranjeet Kumar","School of Computer Science Engineering, Vellore Institute of Technology, Chennai, India, Department of Computer science and Engineering, Birla Institute of Technology, Mesra, Ranchi, India, School of Electronics Engineering, Vellore Institute of Technology, Chennai, India"
ROS-Enabled Collaborative Navigation and Manipulation with Heterogeneous Robots,"22 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01857-3,"R. Thilagavathy, K. A. Sumithradevi","DSATM, Bengaluru, India, Department of ISE, Dean Academics, DSATM, Bengaluru, India"
Exploring Maximum Tree Depth and Random Undersampling in Ensemble Trees to Optimize the Classification of Imbalanced Big Data,"22 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01880-4,"John T. Hancock III, Taghi M. Khoshgoftaar","Department of Electrical Engineering and Computer Science, Florida Atlantic University, 777 Glades Road, Boca Raton, FL, 33431, USA"
Optimized Machine Learning for Classifying Colorectal Tissues,"22 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01882-2,"Ashish Tripathi, Anuradha Misra, Kuldeep Kumar, Brijesh Kumar Chaurasia","Department of Computer Science and Engineering, Amity School of Engineering and Technology, Amity University, Lucknow, Uttar Pradesh, India, Department of Computer Science and Engineering, Amity School of Engineering and Technology, Amity University, Lucknow, Uttar Pradesh, India, Center for Data Analytics, Bond Business School, Bond University, Gold Coast, Queensland, Australia, Department of Computer Science and Engineering, Pranveer Singh Institute of Technology, Kanpur, Uttar Pradesh, India"
A Multi-modal Approach for Emotion Recognition Through the Quadrants of Valence–Arousal Plane,"22 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01925-8,"Stobak Dutta, Brojo Kishore Mishra, Anirban Mitra, Amartya Chakraborty","Department of Computer Science and Engineering, GIET University, Gunupur, Odisha, 765022, India, Department of Computer Science and Engineering, Amity University, Kolkata, West Bengal, 700135, India, Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, West Bengal, 700160, India"
Assessing the Impact of IoT Enabled E-Learning System for Higher Education,"17 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01860-8,"Shameemul Haque, Md Alimul Haque, Devanshu Kumar, Khushboo Mishra, Farheen Islam, Sultan Ahmad, Kailash Kumar, Binay Kumar Mishra","Al-Hafeez College, Ara, India, Department of Computer Science, Veer Kunwar Singh University, Ara, 802301, India, Department of Physics, Veer Kunwar Singh University, Ara, 802301, India, Department of Education, Patna Women’s College, Patna, India, Department of Computer Science, College of Computer Engineering and Sciences, Prince Sattam Bin Abdulaziz University, Alkharj, 11942, Saudi Arabia, University Center for Research and Development (UCRD), Department of Computer Science and Engineering, Chandigarh University, Gharuan, Mohali, Punjab, 140413, India, College of Computing and Informatics, Saudi Electronic University, Riyadh, Kingdom of Saudi Arabia"
Fault Diagnosis of Tenessee Eastman Process with Detection Quality Using IMVOA with Hybrid DL Technique in IIOT,"17 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01851-9,"Cuddapah Anitha, T. Rajesh Kumar, R. Balamanigandan, R. Mahaveerakannan","Computer Science and Engineering, School of Computing, Mohan Babu University, Erstwhile Sree Vidyanikethan Engineering College, Tirupati, Andhra Pradesh, India, Department of Computer Science and Engineering, Saveetha School of Engineering, SIMATS, Chennai, Tamil Nadu, 602105, India"
An Efficient Tactic for Analysis and Evaluation of Malware Dump File Using the Volatility Tool,"17 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01844-8,"Amit Kumar Singh, Swapnesh Taterh, Uddalak Mitra","Amity University Rajasthan, Jaipur, India, Siliguri Institute of Technology, Siliguri, India"
Impact Analysis to Detect and Mitigate Distributed Denial of Service Attacks with Ryu-SDN Controller: A Comparative Analysis of Four Different Machine Learning Classification Algorithms,"17 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01842-w,"Honey Gocher, Swapnesh Taterh, Pankaj Dadheech","Amity University Rajasthan, Jaipur, India, SKIT, Jaipur, Rajasthan, India"
Energy Efficient Mathematical Model for Cyber-Physical Systems: A Model for Industrial Internet of Things,"17 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01833-x,"Ramachandran Veerachamy, Ganga Rama Koteswara Rao, Vishnu Priya Arivanantham, Sangeetha Kuppusamy, Priya Velayutham, Rajeshkumar Govindaraj","Department of Computer Science and Engineering, GITAM School of Computing, GITAM Deemed to be University, Bengaluru, 561203, India, Department of Computer Science and Information Technology, Koneru Lakshmaiah Education Foundation, Vaddeswaram, Andhra Pradesh, 520002, India, Department of Computational Intelligence, School of Computer Science and Engineering, Vellore Institute of Technology, Vellore, Tamil Nadu, 632014, India, Department of Computer Science and Engineering, Kongu Engineering College, Perundurai, Tamil Nadu, 638060, India, Department of Computer Science and Engineering, Paavai Engineering College, Namakkal, 637018, Tamil Nadu, India, Department of Information Science and Engineering, Bannari Amman Institute of Technology, Sathyamagalam, Tamil Nadu, 638401, India"
Gaussian Differential Privacy Integrated Machine Learning Model for Industrial Internet of Things,"17 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01820-2,"Arokia Jesu Prabhu Lazar, Sivaprakash Soundararaj, Vijaya Krishna Sonthi, Vishnu Raja Palanisamy, Vanithamani Subramaniyan, Sudhakar Sengan","Department of Computer Science and Engineering AI & ML, CMR Institute of Technology, Hyderabad, Telangana, 501401, India, Department of Software Systems, School of Computer Science and Engineering, Vellore Institute of Technology, Vellore, Tamil Nadu, 632014, India, Department of Computer Science and Engineering, Koneru Lakshmaiah Education Foundation, Vaddeswaram, Andhra Pradesh, 522502, India, Department of Computer Science and Engineering, Kongu Engineering College, Perundurai, Tamil Nadu, 638060, India, Master of Computer Applications, M. Kumarasamy College of Engineering, Karur, Tamil Nadu, 638060, India, Department of Computer Science and Engineering, PSN College of Engineering and Technology, Tirunelveli, Tamil Nadu, 627152, India"
Mathematically Modified Adaptive Neuro-Fuzzy Inference System for an Intelligent Cyber Security System,"17 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01822-0,"Divyapushpalakshmi Marimuthu, Ganga Rama Koteswara Rao, Abolfazl Mehbodniya, Dhavamani Mohanasundaram, Chandru Kavindapadi Sundaram, Anto Bennet Maria, Devi Mani","Department of Computer Science and Engineering, GITAM University, Bangalore, 561203, India, Department of Computer Science and Information Technology, Koneru Lakshmaiah Education Foundation, Vaddeswaram, Andhra Pradesh, 52002, India, Department of Electronics and Communication Engineering, Kuwait College of Science and Technology, Kuwait City, Kuwait, Department of Mathematics, Kongu Engineering College, Perundurai, Tamil Nadu, 638060, India, Department of Computer Science and Business Systems, Bannari Amman Institute of Technology, Sathyamangalam, Tamil Nadu, 638401, India, Department of Electronics and Communication Engineering, Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, Chennai, Tamil Nadu, 600062, India, Department of Computer Science, College of Science and Arts (Female), Sarat Abidah Campus, King Khalid University, Kingdom of Saudi Arabia, Abha, Kingdom of Saudi Arabia"
Intrusion Detection System in Industrial Cyber-Physical System Using Clustered Federated Learning,"17 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01821-1,"Vellingiri Jayagopal, Mohanraj Elangovan, Saranya Sathasivam Singaram, Kavitha Bharathi Shanmugam, Balu Subramaniam, Srinivasarao Bhukya","School of Information Technology and Engineering, Vellore Institute of Technology, Vellore, Tamil Nadu, 632014, India, Department of Artificial Intelligence and Data Science, K.S.Rangasamy College of Technology, Tiruchengode, Tamil Nadu, 637215, India, Department of Computing Technologies, School of Computing, SRM Institute of Science and Technology Kattankulathur Campus, Chennai, Tamil Nadu, 603203, India, Department of Computer Technology, Kongu Engineering College, Perundurai, Erode, Tamil Nadu, 638060, India, Department of Computer Science and Engineering, Vivekanandha College of Engineering for Women, Tiruchengode, Namakkal, Tamil Nadu, 637205, India, Department of Computer Science and Engineering, Koneru Lakshmayya Education Foundation, Vaddeswaram, Andhra Pradesh, 520002, India"
An Efficient Vehicle Detection and Shadow Removal Using Gaussian Mixture Models with Blob Analysis for Machine Vision Application,"16 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01832-y,"S. Rajkumar, A. Hariharan, S. Girish, Manoj Arulmurugan","School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, India"
Towards to Characterization of Network Management Traffic in OpenStack-Based Clouds,"14 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01836-8,"Adnei W. Donatti, Charles C. Miers, Guilherme P. Koslovski, Maurício A. Pillon, Tereza C. M. B. Carvalho","Graduate Program in Electrical Engineering, Escola Politécnica da Universidade de São Paulo, São Paulo, 05508-010, Brazil, Graduate Program in Applied Computing, Santa Catarina State University, Joinville, 89219-710, Brazil"
Energy-Aware Reliable Medium Access Control Protocol for Energy-Efficient and Reliable Data Communication in Wireless Sensor Networks,"14 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01869-z,G. S. Karthick,"Department of Software Systems, PSG College of Arts & Science, Coimbatore, India"
Breast Cancer Detection Through Semantic Segmentation of MRI Images with DMFTNet,"14 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01879-x,"Pothina Praveena, N. Suresh Kumar","Department of CSE, GITAM (Deemed to be University), GIT, Visakhapatnam, Andhra Pradesh, India"
A Novel Algorithm for Optimal Trajectory Generation Using Q Learning,"14 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01876-0,"Manoj Kumar, Devendra Kumar Mishra, Vijay Bhaskar Semwal","Amity University-Gwalior Campus, Gwalior, India, Amity University-Gwalior, Gwalior, M.P., India, MANIT, Bhopal, M.P., India"
Reliable Target Tracking Model Employing Wireless Sensor Networks,"14 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01872-4,"H. V. Chaitra, Madhu Patil, G. Manjula, M. K. Bindiya, E. Naresh","Nitte Meenakshi Institute of Technology, Bangalore, India, BGS College of Engineering and Technology Bangalore, Bangalore, India, SJB Institute of Technology, Bangalore, India, Department of Information Technology, Manipal Institute of Technology Bengaluru, Manipal Academy of Higher Education, Manipal, India"
Semantic Segmentation of MRI Images for Brain Tumour Detection with ShuffleNet-Based UNet,"14 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01878-y,"Mohankrishna Potnuru, B. Suribabu Naick","Department of EECE, GIT, GITAM (Deemed to be University), Visakhapatnam, Andhra Pradesh, India"
